,NewsID,Title,Link,Source,StartDate,EndDate,Label
8195,8196,"""All of Liberia can produce less than one-third as much electricity as the Dallas Cowboys football stadium consumes at peak times.""",https://www.politifact.com/factchecks/2023/oct/30/nicholas-kristof/kristof-dallas-cowboys-stadium-draws-3-times-more-/,Nicholas Kristof," October 22, 2"," October 30, 2023",mostly-true
8196,8197,"""Before World War II, very few people actually had health insurance.""",https://www.politifact.com/factchecks/2023/oct/30/james-carr/carr-says-prior-wwii-very-few-people-had-health-in/,James Carr," September 20,"," October 30, 2023",TRUE
8197,8198,"Says his promise of 250,000 new private sector jobs was a ""big goal.""",https://www.politifact.com/factchecks/2023/oct/30/scott-walker/scott-walker-says-his-250000-jobs-promise-was-big-/,Scott Walker," October 22, 2"," October 30, 2023",mostly-true
8198,8199,"""I fought 38 Studios from the beginning.""",https://www.politifact.com/factchecks/2023/oct/30/gina-raimondo/gina-raimondo-says-she-battled-against-ill-fated-3/,Gina Raimondo," October 7, 20"," October 30, 2023",barely-true
8199,8200,"Leticia Van de Putte ""voted to stop schools from removing teachers convicted of a felony.""",https://www.politifact.com/factchecks/2023/oct/29/dan-patrick/dan-patrick-says-leticia-van-de-putte-voted-stop-s/,Dan Patrick," October 22, 2"," October 29, 2023",barely-true
8200,8201,"""The Austin Tea Party and an ultra-conservative millionaire are behind the"" campaign against the city’s light-rail proposition.",https://www.politifact.com/factchecks/2023/oct/29/lloyd-doggett/lloyd-doggett-says-austin-tea-party-and-conservati/,Lloyd Doggett," October 25, 2"," October 29, 2023",half-true
8201,8202,"Says Sen. Elizabeth Warren ""lives in a $5.4 million mansion.""",https://www.politifact.com/factchecks/2023/oct/29/facebook-posts/critics-say-elizabeth-warren-lives-54-million-mans/,Facebook posts," October 29, 2"," October 29, 2023",barely-true
8202,8203,"""Scott Walker opposed a plan to help Wisconsin students refinance their student loans.""",https://www.politifact.com/factchecks/2023/oct/29/greater-wisconsin-political-fund/did-scott-walker-oppose-proposal-refinancing-stude/,Greater Wisconsin Committee," October 27, 2"," October 29, 2023",FALSE
8203,8204,"Greg Abbott has benefitted from ""payday lenders who have given him $300,000 and then received a ruling from him that they can operate in a loophole in the law that allows them to charge unlimited rates and fees.""",https://www.politifact.com/factchecks/2023/oct/29/wendy-davis/wendy-davis-said/,Wendy Davis," September 30,"," October 29, 2023",mostly-true
8204,8205,"""You cannot get (Ebola) from just riding on a plane or bus.""",https://www.politifact.com/factchecks/2023/oct/29/barack-obama/barack-obama-says-you-cant-get-ebola-riding-bus-or/,Barack Obama," October 18, 2"," October 29, 2023",mostly-true
8205,8206,"""We have spent $350 million to deal with sea-level rise"" in the Miami area and ""hundreds of millions of dollars to deal with coral reefs.""",https://www.politifact.com/factchecks/2023/oct/29/rick-scott/florida-spending-350-million-deal-sea-level-rise/,Rick Scott," October 21, 2"," October 29, 2023",barely-true
8206,8207,"Figures for September 2023’s job growth in Wisconsin mark the ""largest private-sector job creation we've had in the month of September in more than a decade""",https://www.politifact.com/factchecks/2023/oct/29/scott-walker/scott-walker-says-september-job-growth-largest-sep/,Scott Walker," October 17, 2"," October 29, 2023",mostly-true
8207,8208,"Seth Magaziner ""plans to spend billions more of your money.""",https://www.politifact.com/factchecks/2023/oct/29/ernest-almonte/ernest-almonte-claims-seth-magaziner-treasurer-pla/,Ernest Almonte," October 19, 2"," October 29, 2023",FALSE
8208,8209,"Says the 1956 Republican Party platform supported equal pay, the minimum wage, asylum for refugees, protections for unions and more.",https://www.politifact.com/factchecks/2023/oct/28/facebook-posts/viral-meme-says-1956-republican-platform-was-prett/,Facebook posts," October 28, 2"," October 28, 2023",mostly-true
8209,8210,"""Rick Scott vetoed funding for 30 Florida rape crisis centers. Scott said the centers weren’t needed.""",https://www.politifact.com/factchecks/2023/oct/28/charlie-crist/charlie-crist-attacks-rick-scotts-rape-crisis-cent/,Charlie Crist," October 27, 2"," October 28, 2023",barely-true
8210,8211,"Says Scott Walker ""gave $6 million in tax breaks to a corporation and told them that they can keep that money even if they lay off half their workforce.""",https://www.politifact.com/factchecks/2023/oct/28/mary-burke/mary-burke-says-scott-walker-deal-lets-company-kee/,Mary Burke," October 24, 2"," October 28, 2023",half-true
8211,8212,"Democrats give ""Newports to the homeless to get them to the polls.""",https://www.politifact.com/factchecks/2023/oct/28/tucker-carlson/carlson-democrats-use-newports-get-out-homeless-vo/,Tucker Carlson," October 2, 20"," October 28, 2023",half-true
8212,8213,On an income cap for recipients of the popular HOPE scholarship,https://www.politifact.com/factchecks/2023/oct/28/jason-carter/Carter/,Jason Carter," October 7, 20"," October 28, 2023",full-flop
8213,8214,"Suicide comes from federal government largesse ""saying you are not worth anything but you are going to get something for nothing.""",https://www.politifact.com/factchecks/2023/oct/27/don-young/alaskas-don-young-says-suicide-linked-federal-gove/,Don Young," October 22, 2"," October 27, 2023",FALSE
8214,8215,"Says Charlie Crist wants felons who ""commit a heinous crime"" such as ""intentional permanent disfigurement of a child, you walk out of jail, you immediately get to vote.""",https://www.politifact.com/factchecks/2023/oct/27/rick-scott/rick-scott-says-charlie-crist-favors-violent-felon/,Rick Scott," October 21, 2"," October 27, 2023",barely-true
8215,8216,"Says Sen. Rand Paul’s 2011 budget ""included a big cut in the CDC.""",https://www.politifact.com/factchecks/2023/oct/27/doug-muder/blog-sen-paul-wanted-big-cut-cdc-2011/,Doug Muder," October 20, 2"," October 27, 2023",TRUE
8216,8217,"Ebola is ""incredibly contagious,"" ""very transmissible"" and ""easy to catch.""",https://www.politifact.com/factchecks/2023/oct/27/rand-paul/ebola-virus-incredibly-contagious-and-easy-catch-r/,Rand Paul," October 16, 2"," October 27, 2023",barely-true
8217,8218,"""$2.4 million of the NIH dollars was spent on ‘origami?condoms.""",https://www.politifact.com/factchecks/2023/oct/27/rand-paul/rand-paul-says-nih-spent-24-million-origami-condom/,Rand Paul," October 15, 2"," October 27, 2023",mostly-true
8218,8219,"""My opponent supported policies that increased tuition by 18 percent.""",https://www.politifact.com/factchecks/2023/oct/27/scott-walker/scott-walker-says-mary-burke-supported-18-percent-/,Scott Walker," October 20, 2"," October 27, 2023",FALSE
8219,8220,Georgia has elected more African-American leaders than any other state in the country.,https://www.politifact.com/factchecks/2023/oct/27/nathan-deal/deal-overstates-georgia-tops-black-elected-officia/,Nathan Deal," October 22, 2"," October 27, 2023",barely-true
8220,8221,"Says Rand Paul?has put out budgets to cut the military in half.""""""",https://www.politifact.com/factchecks/2023/oct/26/adam-kinzinger/claim-rand-pauls-budget-would-cut-military-half/,Adam Kinzinger," October 26, 2"," October 26, 2023",FALSE
8221,8222,"Says Thomas Eric Duncan came into the United States ""with an elevated temperature.""",https://www.politifact.com/factchecks/2023/oct/26/darrell-issa/did-ebola-victim-thomas-eric-duncan-enter-united-s/,Darrell Issa," October 26, 2"," October 26, 2023",FALSE
8222,8223,"Four members of the Rhode Island General Assembly ""went to vote in 2010 and were told they had already voted.""",https://www.politifact.com/factchecks/2023/oct/26/john-carlevale/john-carlevale-says-four-ri-legislators-were-victi/,John Carlevale," October 19, 2"," October 26, 2023",FALSE
8223,8224,"Says Jeanne Shaheen ""voted to pave the way for a new national energy tax.""",https://www.politifact.com/factchecks/2023/oct/24/scott-brown/debate-scott-brown-says-jeanne-shaheen-voted-pave-/,Scott Brown," October 21, 2"," October 24, 2023",barely-true
8224,8225,"Rep. Carol Shea-Porter ""votes with Nancy Pelosi’s Democrats 95 percent of the time,"" but Frank Guinta ""will take on both parties"" and has ""independent New Hampshire values.""",https://www.politifact.com/factchecks/2023/oct/24/national-republican-congressional-committee/nrcc-ad-says-carol-shea-porter-partisan-democrat-f/,National Republican Congressional Committee," October 24, 2"," October 24, 2023",barely-true
8225,8226,"""Money towards the Ebola vaccine is basically cut in half to what it was. More cuts are coming under the congressional sequester.""",https://www.politifact.com/factchecks/2023/oct/24/stephanie-cutter/stephanie-cutter-ebola-vaccine-research-was-cut-ha/,Stephanie Cutter," October 19, 2"," October 24, 2023",mostly-true
8226,8227,Says property insurance rates are going up because Rick Scott signed a bill preventing the state from regulating insurance.,https://www.politifact.com/factchecks/2023/oct/24/charlie-crist/scott-signed-bill-preventing-state-regulating-prop/,Charlie Crist," October 21, 2"," October 24, 2023",FALSE
8227,8228,"Ed Gillespie’s ""firm even lobbied for five foreign governments, including a dictator now awaiting trial for war crimes.""",https://www.politifact.com/factchecks/2023/oct/24/mark-warner/warner-says-gillespies-firm-lobbied-brutal-dictato/,Mark Warner," October 20, 2"," October 24, 2023",half-true
8228,8229,"Says Scott Walker is ""forcing some women to undergo a transvaginal probe to get an abortion.""",https://www.politifact.com/factchecks/2023/oct/24/emilys-list/scott-walker-forces-some-women-get-transvaginal-ul/,EMILY's List," October 21, 2"," October 24, 2023",half-true
8229,8230,"""95 percent of job creators say Wisconsin is headed in the right direction.""",https://www.politifact.com/factchecks/2023/oct/24/republican-state-leadership-committee/nearly-all-wisconsin-job-creators-say-state-going-/,Republican State Leadership Committee," October 9, 20"," October 24, 2023",half-true
8230,8231,"""Governor Carcieri has not been campaigning with me.""",https://www.politifact.com/factchecks/2023/oct/24/allan-fung/allan-fung-former-ri-gov-donald-carcieri-has-not-b/,Allan Fung," October 21, 2"," October 24, 2023",TRUE
8231,8232,Jason Carter never passed a bill in his tenure in the state Senate.,https://www.politifact.com/factchecks/2023/oct/24/nathan-deal/deal-correct-carter-hasnt-passed-bill/,Nathan Deal," October 7, 20"," October 24, 2023",mostly-true
8232,8233,"""Obama, instead of nominating a health professional, he nominated someone who is an anti-gun activist (for surgeon general).""",https://www.politifact.com/factchecks/2023/oct/23/ted-cruz/cruz-obamas-surgeon-general-pick-not-health-profes/,Ted Cruz," October 19, 2"," October 23, 2023",FALSE
8233,8234,"A lawyer demanded ""several Houston pastors hand over to the city government many of their private papers, including their sermons.""",https://www.politifact.com/factchecks/2023/oct/23/greg-abbott/greg-abbott-says-houston-city-attorney-subpoenaed-/,Greg Abbott," October 15, 2"," October 23, 2023",TRUE
8234,8235,"""U.S. troops are getting only 4 hours of Ebola training before deployment to Liberia.""",https://www.politifact.com/factchecks/2023/oct/23/allen-west/do-us-troops-get-just-4-hours-ebola-training/,Allen West," October 20, 2"," October 23, 2023",barely-true
8235,8236,"Six convictions are connected to an allegation by prosecutors ""that Gov. Scott Walker is at the center of a criminal scheme.""",https://www.politifact.com/factchecks/2023/oct/23/mary-burke/mary-burke-ad-leaves-impression-scott-walker-cente/,Mary Burke," October 21, 2"," October 23, 2023",FALSE
8236,8237,Photos prove the Denver light rail system has low ridership.,https://www.politifact.com/factchecks/2023/oct/23/no-tax-tracks/greenlight-pinellas-opponents-argue-denver-light-r/,No Tax For Tracks," September 29,"," October 23, 2023",FALSE
8237,8238,"The projected $1.8 billion state budget shortfall for 2015-?7 ""actually comes from an assumption based on zero growth. That just doesn’t happen.""",https://www.politifact.com/factchecks/2023/oct/23/scott-walker/scott-walker-says-budget-shortfall-prediction-base/,Scott Walker," October 17, 2"," October 23, 2023",barely-true
8238,8239,"None of $400 million the City of Austin proposes to spend on road projects ""will be used to add new lanes to congested roadways.""",https://www.politifact.com/factchecks/2023/oct/23/citizens-against-rail-taxes/anti-rail-group-incorrect-city-proposition-envisio/,Citizens Against Rail Taxes," October 8, 20"," October 23, 2023",FALSE
